index,project name,street name,type,tenure,postal district,market segment,type of sale,no. of units,price,nett price,areasq,type of area,floor level,unit price psf,date of sale
169,LANDED HOUSING DEVELOPMENT,BALMEG HILL,Detached,999,5.0,RCR,Resale,1.0,12300000.0,-,13393.0,Land,-,918.0,Jul-2017
170,LANDED HOUSING DEVELOPMENT,ROBIN CLOSE,Detached,999,10.0,CCR,Resale,1.0,12300000.0,-,5582.0,Land,-,2203.0,Feb-2020
171,LANDED HOUSING DEVELOPMENT,SHELFORD ROAD,Detached,999,11.0,CCR,Resale,1.0,12300000.0,-,5227.0,Land,-,2353.0,Apr-2021
172,LANDED HOUSING DEVELOPMENT,PARBURY AVENUE,Detached,999,16.0,OCR,Resale,1.0,12300000.0,-,12055.0,Land,-,1020.0,Nov-2020
173,LINK RESIDENCE @ HOLLAND,GREENLEAF VIEW,Detached,999,10.0,CCR,Resale,1.0,12270000.0,-,4490.0,Land,-,2733.0,Aug-2021
174,LANDED HOUSING DEVELOPMENT,JALAN KAMPONG CHANTEK,Detached,999,21.0,RCR,Resale,1.0,12250000.0,-,10539.0,Land,-,1162.0,Apr-2021
175,LANDED HOUSING DEVELOPMENT,BRANKSOME ROAD,Detached,999,15.0,RCR,Resale,1.0,12200000.0,-,6532.0,Land,-,1868.0,Apr-2021
176,LANDED HOUSING DEVELOPMENT,TREVOSE CRESCENT,Semi-detached,999,11.0,CCR,Resale,1.0,12170000.0,-,7589.0,Land,-,1604.0,Mar-2019
177,CLEMENTI PARK,SUNSET SQUARE,Detached,999,21.0,OCR,Resale,1.0,12150000.0,-,6026.0,Land,-,2016.0,Nov-2020
178,LANDED HOUSING DEVELOPMENT,BROADRICK ROAD,Detached,999,15.0,RCR,Resale,1.0,12130000.0,-,6561.0,Land,-,1849.0,May-2021
179,LANDED HOUSING DEVELOPMENT,FLORENCE ROAD,Detached,860,19.0,OCR,Resale,1.0,12100000.0,-,15872.0,Land,-,762.0,Jan-2020
180,LANDED HOUSING DEVELOPMENT,HILLCREST ROAD,Detached,999,11.0,CCR,Resale,1.0,12050000.0,-,7907.0,Land,-,1524.0,May-2017
181,LANDED HOUSING DEVELOPMENT,CRESCENT ROAD,Detached,999,15.0,RCR,Resale,1.0,12050000.0,-,6030.0,Land,-,1998.0,Sep-2020
182,PARADISE ISLAND,PARADISE ISLAND,Detached,83,4.0,CCR,Resale,1.0,12000000.0,-,8170.0,Land,-,1469.0,May-2018
183,LANDED HOUSING DEVELOPMENT,HOLLAND ROAD,Detached,863,10.0,CCR,New Sale,1.0,12000000.0,-,6004.0,Land,-,1999.0,Nov-2019
184,LANDED HOUSING DEVELOPMENT,COVE DRIVE,Detached,85,4.0,CCR,Resale,1.0,12000000.0,-,6851.0,Land,-,1751.0,Oct-2021
185,LANDED HOUSING DEVELOPMENT,KING'S CLOSE,Detached,853,10.0,CCR,Resale,1.0,12000000.0,-,8901.0,Land,-,1348.0,Apr-2019
186,LANDED HOUSING DEVELOPMENT,CHANCERY HILL ROAD,Detached,999,11.0,CCR,New Sale,1.0,12000000.0,-,6245.0,Land,-,1921.0,May-2017
187,LANDED HOUSING DEVELOPMENT,COVE GROVE,Detached,85,4.0,CCR,Resale,1.0,12000000.0,-,9177.0,Land,-,1308.0,Apr-2018
188,LANDED HOUSING DEVELOPMENT,TREVOSE CRESCENT,Semi-detached,999,11.0,CCR,Resale,1.0,12000000.0,-,7624.0,Land,-,1574.0,Jan-2021
189,LANDED HOUSING DEVELOPMENT,ARTHUR ROAD,Detached,999,15.0,RCR,Resale,1.0,12000000.0,-,10847.0,Land,-,1106.0,Nov-2018
190,LANDED HOUSING DEVELOPMENT,UNIVERSITY ROAD,Detached,999,11.0,CCR,Resale,1.0,12000000.0,-,9374.0,Land,-,1280.0,Dec-2019
191,LANDED HOUSING DEVELOPMENT,BERRIMA ROAD,Detached,999,11.0,CCR,Resale,1.0,12000000.0,-,4658.0,Land,-,2576.0,Apr-2021
192,CAPITOL PARK,UNIVERSITY ROAD,Detached,999,11.0,CCR,Resale,1.0,12000000.0,-,8142.0,Land,-,1474.0,Feb-2021
193,LANDED HOUSING DEVELOPMENT,KINGSMEAD ROAD,Detached,999,10.0,CCR,Resale,1.0,11990000.0,-,6757.0,Land,-,1775.0,Apr-2021
194,LANDED HOUSING DEVELOPMENT,GREENLEAF DRIVE,Detached,999,10.0,CCR,Resale,1.0,11980000.0,-,7558.0,Land,-,1585.0,Jun-2018
195,LANDED HOUSING DEVELOPMENT,CHILTERN DRIVE,Detached,999,13.0,OCR,Resale,1.0,11950000.0,-,13802.0,Land,-,866.0,Aug-2019
196,LANDED HOUSING DEVELOPMENT,BERRIMA ROAD,Detached,999,11.0,CCR,Resale,1.0,11938000.0,-,4771.0,Land,-,2502.0,Aug-2021
197,LANDED HOUSING DEVELOPMENT,RAMSGATE ROAD,Detached,999,15.0,RCR,Resale,1.0,11900000.0,-,7013.0,Land,-,1697.0,May-2021
198,LANDED HOUSING DEVELOPMENT,JALAN KELAWAR,Semi-detached,999,10.0,CCR,Resale,1.0,11880000.0,-,4897.0,Land,-,2426.0,Aug-2021
199,LANDED HOUSING DEVELOPMENT,VANDA CRESCENT,Detached,999,11.0,CCR,Resale,1.0,11800000.0,-,4298.0,Land,-,2745.0,Sep-2020
200,HENRY PARK,HOLLAND GROVE ROAD,Detached,863,10.0,CCR,Resale,1.0,11800000.0,-,5985.0,Land,-,1972.0,Aug-2021
201,LANDED HOUSING DEVELOPMENT,DUNEARN CLOSE,Detached,999,11.0,CCR,Resale,1.0,11800000.0,-,14093.0,Land,-,837.0,May-2018
202,LANDED HOUSING DEVELOPMENT,MERRYN ROAD,Detached,999,11.0,CCR,Resale,1.0,11800000.0,-,9505.0,Land,-,1242.0,Jan-2020
203,LANDED HOUSING DEVELOPMENT,JALAN KAMPONG CHANTEK,Detached,999,21.0,RCR,Resale,1.0,11700000.0,-,9952.0,Land,-,1176.0,Jan-2021
204,LANDED HOUSING DEVELOPMENT,BRANKSOME ROAD,Detached,999,15.0,RCR,Resale,1.0,11650000.0,-,6608.0,Land,-,1763.0,Jan-2021
205,LANDED HOUSING DEVELOPMENT,LUTHERAN ROAD,Detached,999,10.0,CCR,Resale,1.0,11630000.0,-,7146.0,Land,-,1627.0,Dec-2020
206,LANDED HOUSING DEVELOPMENT,NAROOMA ROAD,Detached,999,11.0,CCR,Resale,1.0,11620000.0,-,4975.0,Land,-,2336.0,Nov-2017
207,LANDED HOUSING DEVELOPMENT,THIRD AVENUE,Detached,999,10.0,CCR,Resale,1.0,11608000.0,-,10629.0,Land,-,1092.0,Dec-2017
208,LANDED HOUSING DEVELOPMENT,VANDA AVENUE,Detached,999,11.0,CCR,Resale,1.0,11600000.0,-,7227.0,Land,-,1605.0,Nov-2017
209,LANDED HOUSING DEVELOPMENT,TREVOSE CRESCENT,Semi-detached,999,11.0,CCR,Resale,1.0,11600000.0,-,7624.0,Land,-,1521.0,Nov-2016
210,LANDED HOUSING DEVELOPMENT,NAMLY VIEW,Detached,999,10.0,CCR,Resale,1.0,11600000.0,-,6066.0,Land,-,1912.0,May-2017
211,LANDED HOUSING DEVELOPMENT,KHEAM HOCK ROAD,Detached,999,11.0,CCR,Sub Sale,1.0,11600000.0,-,5264.0,Land,-,2204.0,Sep-2019
212,LANDED HOUSING DEVELOPMENT,HUA GUAN AVENUE,Detached,857,21.0,RCR,Resale,1.0,11600000.0,-,9556.0,Land,-,1214.0,Apr-2017
213,LANDED HOUSING DEVELOPMENT,KHEAM HOCK ROAD,Detached,999,11.0,CCR,Resale,1.0,11600000.0,-,5428.0,Land,-,2137.0,Mar-2020
214,LANDED HOUSING DEVELOPMENT,WILKINSON ROAD,Detached,999,15.0,RCR,Resale,1.0,11550000.0,-,5253.0,Land,-,2199.0,May-2019
215,LANDED HOUSING DEVELOPMENT,WATTEN ESTATE ROAD,Detached,999,11.0,CCR,Resale,1.0,11550000.0,-,4341.0,Land,-,2661.0,Jul-2020
216,LANDED HOUSING DEVELOPMENT,MOUNTBATTEN ROAD,Detached,999,15.0,RCR,Resale,1.0,11540000.0,-,10839.0,Land,-,1065.0,Feb-2021
217,LANDED HOUSING DEVELOPMENT,KENG CHIN ROAD,Detached,999,10.0,CCR,Resale,1.0,11500000.0,-,8707.0,Land,-,1321.0,Jun-2017
218,LANDED HOUSING DEVELOPMENT,UPPER SERANGOON ROAD,Detached,999,19.0,OCR,Resale,1.0,11500000.0,-,14291.0,Land,-,805.0,Oct-2021
219,FRANKEL ESTATE,FRANKEL AVENUE,Detached,999,15.0,OCR,Resale,1.0,11500000.0,-,7926.0,Land,-,1451.0,Nov-2019
220,LANDED HOUSING DEVELOPMENT,GOODMAN ROAD,Detached,999,15.0,RCR,Resale,1.0,11500000.0,-,8477.0,Land,-,1357.0,Aug-2018
221,LANDED HOUSING DEVELOPMENT,HOLLAND GROVE LANE,Detached,999,10.0,CCR,Resale,1.0,11500000.0,-,8504.0,Land,-,1352.0,Oct-2017
222,LANDED HOUSING DEVELOPMENT,JALAN PANDAN,Detached,999,11.0,CCR,Resale,1.0,11500000.0,-,4669.0,Land,-,2463.0,Jan-2020
223,LANDED HOUSING DEVELOPMENT,BRANKSOME ROAD,Detached,999,15.0,RCR,Resale,1.0,11500000.0,-,6568.0,Land,-,1751.0,Dec-2018
224,LANDED HOUSING DEVELOPMENT,BARKER ROAD,Detached,999,11.0,CCR,Resale,1.0,11500000.0,-,6536.0,Land,-,1760.0,Jan-2019
225,LANDED HOUSING DEVELOPMENT,TREVOSE CRESCENT,Semi-detached,999,11.0,CCR,Resale,1.0,11500000.0,-,7713.0,Land,-,1491.0,Sep-2017
226,LANDED HOUSING DEVELOPMENT,DUCHESS AVENUE,Detached,853,10.0,CCR,Resale,1.0,11500000.0,-,6033.0,Land,-,1906.0,Oct-2017
227,LANDED HOUSING DEVELOPMENT,GUILLEMARD LANE,Detached,999,14.0,RCR,Resale,1.0,11500000.0,-,5799.0,Land,-,1983.0,Sep-2017
228,LANDED HOUSING DEVELOPMENT,GREENLEAF ROAD,Detached,999,10.0,CCR,Resale,1.0,11500000.0,-,6162.0,Land,-,1866.0,Jun-2021
229,LANDED HOUSING DEVELOPMENT,LAKESHORE VIEW,Detached,83,4.0,CCR,Resale,1.0,11500000.0,-,8613.0,Land,-,1335.0,Sep-2021
230,LANDED HOUSING DEVELOPMENT,WOO MON CHEW ROAD,Detached,999,15.0,OCR,Resale,1.0,11450000.0,-,9070.0,Land,-,1262.0,Aug-2017
231,TOH ESTATE,TOH HEIGHTS,Detached,999,17.0,OCR,Resale,1.0,11400000.0,-,9768.0,Land,-,1167.0,Apr-2019
232,LANDED HOUSING DEVELOPMENT,MERRYN ROAD,Detached,999,11.0,CCR,Resale,1.0,11400000.0,-,9505.0,Land,-,1199.0,May-2021
233,LANDED HOUSING DEVELOPMENT,GENTLE ROAD,Detached,999,11.0,CCR,Resale,1.0,11400000.0,-,8365.0,Land,-,1363.0,Oct-2019
234,FRANKEL ESTATE,DUNBAR WALK,Detached,999,15.0,OCR,Resale,1.0,11380000.0,-,8332.0,Land,-,1366.0,Feb-2021
235,LANDED HOUSING DEVELOPMENT,CHESTNUT DRIVE,Detached,999,23.0,OCR,Resale,1.0,11380000.0,-,10885.0,Land,-,1046.0,Apr-2017
236,LANDED HOUSING DEVELOPMENT,MAYFIELD AVENUE,Detached,999,15.0,RCR,Resale,1.0,11330000.0,-,6374.0,Land,-,1777.0,Oct-2021
237,LANDED HOUSING DEVELOPMENT,JALAN PANDAN,Detached,999,11.0,CCR,Resale,1.0,11300000.0,-,4669.0,Land,-,2420.0,Sep-2020
238,LANDED HOUSING DEVELOPMENT,GOODMAN ROAD,Detached,999,15.0,RCR,Resale,1.0,11300000.0,-,6376.0,Land,-,1772.0,Sep-2021
239,LANDED HOUSING DEVELOPMENT,NAMLY HILL,Detached,999,10.0,CCR,Resale,1.0,11300000.0,-,8058.0,Land,-,1402.0,May-2017
240,LANDED HOUSING DEVELOPMENT,BRANKSOME ROAD,Semi-detached,999,15.0,RCR,Resale,2.0,11300000.0,-,8639.0,Land,-,1308.0,May-2020
241,LANDED HOUSING DEVELOPMENT,JALAN HAJI ALIAS,Detached,999,10.0,CCR,Resale,1.0,11300000.0,-,9768.0,Land,-,1157.0,Aug-2020
242,LANDED HOUSING DEVELOPMENT,GARLICK AVENUE,Detached,999,10.0,CCR,Resale,1.0,11300000.0,-,9222.0,Land,-,1225.0,Apr-2021
243,LANDED HOUSING DEVELOPMENT,PEARL ISLAND,Detached,86,4.0,CCR,Resale,1.0,11288000.0,-,7011.0,Land,-,1610.0,Jul-2017
244,LANDED HOUSING DEVELOPMENT,SUNSET PLACE,Detached,999,21.0,OCR,Resale,1.0,11237500.0,-,7749.0,Land,-,1450.0,Mar-2021
245,LANDED HOUSING DEVELOPMENT,GROVE DRIVE,Detached,999,10.0,CCR,New Sale,1.0,11200000.0,-,4170.0,Land,-,2686.0,Jul-2021
246,PARADISE ISLAND,PARADISE ISLAND,Detached,83,4.0,CCR,Resale,1.0,11200000.0,-,8633.0,Land,-,1297.0,Apr-2018
247,LANDED HOUSING DEVELOPMENT,BRANKSOME ROAD,Detached,999,15.0,RCR,Resale,1.0,11200000.0,-,7129.0,Land,-,1571.0,Aug-2021
248,LANDED HOUSING DEVELOPMENT,CORONATION ROAD WEST,Detached,999,10.0,CCR,Resale,1.0,11200000.0,-,11472.0,Land,-,976.0,Jan-2017
249,LANDED HOUSING DEVELOPMENT,SIXTH AVENUE,Detached,999,10.0,CCR,Resale,1.0,11200000.0,-,4478.0,Land,-,2501.0,May-2021
250,LANDED HOUSING DEVELOPMENT,JALAN ARNAP,Semi-detached,999,10.0,CCR,Resale,1.0,11200000.0,-,6212.0,Land,-,1803.0,May-2021
251,LANDED HOUSING DEVELOPMENT,GOODMAN ROAD,Detached,999,15.0,RCR,Resale,1.0,11200000.0,-,7027.0,Land,-,1594.0,Jun-2018
252,LAUW & SONS GARDEN,CLOVER CRESCENT,Detached,999,20.0,RCR,Resale,1.0,11188888.0,-,10034.0,Land,-,1115.0,Apr-2019
253,CORONATION VILLE,CORONATION ROAD,Detached,853,10.0,CCR,Resale,1.0,11100000.0,-,4923.0,Land,-,2255.0,Mar-2021
254,LANDED HOUSING DEVELOPMENT,DUNSFOLD DRIVE,Detached,999,13.0,OCR,Resale,1.0,11100000.0,-,13994.0,Land,-,793.0,Feb-2017
255,LANDED HOUSING DEVELOPMENT,JALAN SEJARAH,Detached,999,11.0,CCR,Resale,1.0,11088800.0,-,6412.0,Land,-,1729.0,Aug-2017
256,LANDED HOUSING DEVELOPMENT,GARLICK AVENUE,Detached,999,10.0,CCR,Resale,1.0,11080000.0,-,8062.0,Land,-,1374.0,Nov-2020
257,LANDED HOUSING DEVELOPMENT,POOLE ROAD,Detached,999,15.0,RCR,Resale,1.0,11050000.0,-,10571.0,Land,-,1045.0,Dec-2020
258,LANDED HOUSING DEVELOPMENT,LORONG J TELOK KURAU,Detached,999,15.0,OCR,Resale,1.0,11000000.0,-,10832.0,Land,-,1016.0,Jul-2019
259,LANDED HOUSING DEVELOPMENT,HARLYN ROAD,Detached,999,11.0,CCR,Resale,1.0,11000000.0,-,5382.0,Land,-,2044.0,Mar-2021
260,LANDED HOUSING DEVELOPMENT,GENTLE ROAD,Detached,999,11.0,CCR,Resale,1.0,11000000.0,-,7490.0,Land,-,1469.0,Jun-2017
261,LANDED HOUSING DEVELOPMENT,NAMLY HILL,Detached,999,10.0,CCR,Resale,1.0,11000000.0,-,7530.0,Land,-,1461.0,Dec-2016
262,LANDED HOUSING DEVELOPMENT,BARKER ROAD,Detached,999,11.0,CCR,Resale,1.0,11000000.0,-,7922.0,Land,-,1388.0,May-2017
263,LANDED HOUSING DEVELOPMENT,MARGOLIOUTH ROAD,Detached,999,10.0,CCR,Resale,1.0,11000000.0,-,6016.0,Land,-,1828.0,Nov-2018
264,CORAL ISLAND,CORAL ISLAND,Detached,83,4.0,CCR,Resale,1.0,11000000.0,-,9325.0,Land,-,1180.0,Mar-2017
265,LANDED HOUSING DEVELOPMENT,SUNDRIDGE PARK ROAD,Detached,999,13.0,OCR,Resale,1.0,11000000.0,-,10826.0,Land,-,1016.0,Sep-2017
266,EDEN PARK,CYPRESS AVENUE,Detached,999,10.0,CCR,Resale,1.0,11000000.0,-,6293.0,Land,-,1748.0,Feb-2018
267,LANDED HOUSING DEVELOPMENT,GUILLEMARD LANE,Detached,999,14.0,RCR,Resale,1.0,11000000.0,-,5773.0,Land,-,1906.0,Sep-2017
268,LANDED HOUSING DEVELOPMENT,VANDA CRESCENT,Detached,999,11.0,CCR,Resale,1.0,11000000.0,-,9120.0,Land,-,1206.0,Feb-2019
269,FRANKEL ESTATE,DUNBAR WALK,Detached,999,15.0,OCR,Resale,1.0,11000000.0,-,8407.0,Land,-,1308.0,Jan-2018
270,LANDED HOUSING DEVELOPMENT,BUKIT TIMAH ROAD,Detached,999,10.0,CCR,Resale,1.0,11000000.0,-,6778.0,Land,-,1623.0,Sep-2021
271,LANDED HOUSING DEVELOPMENT,BROADRICK ROAD,Detached,999,15.0,RCR,Resale,1.0,10920000.0,-,5895.0,Land,-,1852.0,Jan-2018
272,LANDED HOUSING DEVELOPMENT,SOMMERVILLE WALK,Detached,999,13.0,OCR,Resale,1.0,10900000.0,-,12034.0,Land,-,906.0,Jun-2018
273,LANDED HOUSING DEVELOPMENT,NAMLY GROVE,Detached,999,10.0,CCR,Resale,1.0,10900000.0,-,7737.0,Land,-,1409.0,Aug-2017
274,LANDED HOUSING DEVELOPMENT,CORONATION ROAD WEST,Detached,853,10.0,CCR,Resale,1.0,10900000.0,-,6081.0,Land,-,1793.0,Mar-2020
275,LANDED HOUSING DEVELOPMENT,CHESTNUT CRESCENT,Detached,999,23.0,OCR,Resale,1.0,10888000.0,-,12012.0,Land,-,906.0,Jan-2021
276,LANDED HOUSING DEVELOPMENT,HOLLAND GROVE VIEW,Detached,999,10.0,CCR,Resale,1.0,10880000.0,-,6795.0,Land,-,1601.0,May-2017
277,LANDED HOUSING DEVELOPMENT,HOLLAND GROVE DRIVE,Detached,999,10.0,CCR,Resale,1.0,10880000.0,-,6656.0,Land,-,1635.0,Feb-2021
278,LANDED HOUSING DEVELOPMENT,ST. HELIER'S AVENUE,Detached,999,19.0,OCR,Resale,1.0,10875000.0,-,10874.0,Land,-,1000.0,Nov-2018
279,LANDED HOUSING DEVELOPMENT,CORONATION WALK,Detached,999,10.0,CCR,Resale,1.0,10830000.0,-,5857.0,Land,-,1849.0,Aug-2021
280,SELETAR HILLS ESTATE,NERAM CRESCENT,Detached,857,28.0,OCR,Resale,1.0,10808000.0,-,9487.0,Land,-,1139.0,Jan-2021
281,LANDED HOUSING DEVELOPMENT,PHILLIPS AVENUE,Detached,864,19.0,OCR,Resale,1.0,10800000.0,-,10400.0,Land,-,1038.0,Jun-2021
282,EMERALD HILL CONSERVATION AREA,EMERALD HILL ROAD,Terrace,999,9.0,CCR,Resale,1.0,10800000.0,-,2627.0,Land,-,4110.0,Feb-2017
283,LANDED HOUSING DEVELOPMENT,JALAN KAMPONG CHANTEK,Detached,999,21.0,RCR,Resale,1.0,10800000.0,-,9852.0,Land,-,1096.0,Aug-2019
284,LANDED HOUSING DEVELOPMENT,GOODMAN ROAD,Detached,999,15.0,RCR,Resale,1.0,10800000.0,-,5956.0,Land,-,1813.0,Dec-2017
285,SELETAR HILLS ESTATE,MIMOSA CRESCENT,Detached,999,28.0,OCR,Resale,1.0,10800000.0,-,10208.0,Land,-,1058.0,Mar-2018
286,LANDED HOUSING DEVELOPMENT,BARKER ROAD,Detached,999,11.0,CCR,Resale,1.0,10800000.0,-,6536.0,Land,-,1652.0,Mar-2021
287,FRANKEL ESTATE,DUNBAR WALK,Detached,999,15.0,OCR,Resale,1.0,10800000.0,-,11107.0,Land,-,972.0,Sep-2017
288,LANDED HOUSING DEVELOPMENT,DUNSFOLD DRIVE,Detached,999,13.0,OCR,Resale,1.0,10750000.0,-,11444.0,Land,-,939.0,Jun-2017
289,WATTEN ESTATE,SHELFORD ROAD,Detached,999,11.0,CCR,Resale,1.0,10700000.0,-,8511.0,Land,-,1257.0,Oct-2017
290,LANDED HOUSING DEVELOPMENT,TAN SIM BOH ROAD,Detached,999,11.0,CCR,Resale,1.0,10620000.0,-,6500.0,Land,-,1634.0,Apr-2021
291,LANDED HOUSING DEVELOPMENT,TAN KIM CHENG ROAD,Semi-detached,999,10.0,CCR,Resale,1.0,10600000.0,-,6012.0,Land,-,1763.0,Jul-2021
292,LANDED HOUSING DEVELOPMENT,CORONATION DRIVE,Detached,853,10.0,CCR,Resale,1.0,10600000.0,-,4519.0,Land,-,2346.0,Oct-2021
293,LANDED HOUSING DEVELOPMENT,SAUNDERS ROAD,Terrace,999,9.0,CCR,Resale,1.0,10600000.0,-,2234.0,Land,-,4746.0,Apr-2021
294,LANDED HOUSING DEVELOPMENT,JALAN BAHASA,Detached,999,11.0,CCR,Resale,1.0,10600000.0,-,5941.0,Land,-,1784.0,Jan-2017
295,LANDED HOUSING DEVELOPMENT,BROADRICK ROAD,Detached,999,15.0,RCR,Resale,1.0,10600000.0,-,5719.0,Land,-,1853.0,Jul-2018
296,LANDED HOUSING DEVELOPMENT,VANDA DRIVE,Detached,999,11.0,CCR,Resale,1.0,10580000.0,-,7098.0,Land,-,1491.0,Sep-2020
297,LANDED HOUSING DEVELOPMENT,WILKINSON ROAD,Detached,999,15.0,RCR,Resale,1.0,10550000.0,-,7980.0,Land,-,1322.0,Dec-2020
298,PARADISE ISLAND,PARADISE ISLAND,Detached,83,4.0,CCR,Resale,1.0,10550000.0,-,8170.0,Land,-,1291.0,Aug-2020
299,LANDED HOUSING DEVELOPMENT,KEW DRIVE,Detached,999,16.0,OCR,Resale,1.0,10550000.0,-,11857.0,Land,-,890.0,Dec-2017
300,FRANKEL ESTATE,ROSEBURN AVENUE,Detached,999,15.0,OCR,Resale,1.0,10500000.0,-,5858.0,Land,-,1792.0,Aug-2020
301,LANDED HOUSING DEVELOPMENT,BINJAI PARK,Detached,999,21.0,RCR,Resale,1.0,10500000.0,-,9018.0,Land,-,1164.0,Nov-2019
302,LANDED HOUSING DEVELOPMENT,JALAN ARNAP,Semi-detached,999,10.0,CCR,Resale,1.0,10500000.0,-,5298.0,Land,-,1982.0,Apr-2021
303,LANDED HOUSING DEVELOPMENT,JALAN KAMPONG CHANTEK,Detached,999,21.0,RCR,Resale,1.0,10500000.0,-,9091.0,Land,-,1155.0,May-2019
304,LANDED HOUSING DEVELOPMENT,CHANCERY LANE,Detached,999,11.0,CCR,Resale,1.0,10500000.0,-,4340.0,Land,-,2419.0,Apr-2018
305,FRANKEL ESTATE,COLDSTREAM AVENUE,Detached,999,15.0,OCR,Resale,1.0,10500000.0,-,9093.0,Land,-,1155.0,Mar-2018
306,LANDED HOUSING DEVELOPMENT,MAYFIELD AVENUE,Detached,999,15.0,RCR,Resale,1.0,10500000.0,-,8437.0,Land,-,1245.0,Feb-2017
307,LANDED HOUSING DEVELOPMENT,MOUNTBATTEN ROAD,Detached,999,15.0,RCR,Resale,1.0,10500000.0,-,8093.0,Land,-,1297.0,Jul-2021
308,LANDED HOUSING DEVELOPMENT,VANDA ROAD,Detached,999,11.0,CCR,Resale,1.0,10500000.0,-,7246.0,Land,-,1449.0,Oct-2017
309,LANDED HOUSING DEVELOPMENT,HOLLAND GROVE LANE,Detached,999,10.0,CCR,Resale,1.0,10500000.0,-,4313.0,Land,-,2434.0,Jun-2020
310,LANDED HOUSING DEVELOPMENT,MATLOCK RISE,Detached,999,13.0,OCR,Resale,1.0,10500000.0,-,10199.0,Land,-,1030.0,Apr-2017
311,LANDED HOUSING DEVELOPMENT,WATTEN PARK,Semi-detached,999,11.0,CCR,Resale,1.0,10500000.0,-,4030.0,Land,-,2605.0,Sep-2019
312,FRANKEL ESTATE,SIGLAP ROAD,Detached,999,15.0,OCR,Resale,1.0,10500000.0,-,12046.0,Land,-,872.0,Sep-2021
313,EMERALD HILL CONSERVATION AREA,EMERALD HILL ROAD,Terrace,999,9.0,CCR,Resale,1.0,10500000.0,-,2442.0,Land,-,4299.0,Sep-2019
314,LANDED HOUSING DEVELOPMENT,UPPER EAST COAST ROAD,Detached,999,16.0,OCR,Resale,1.0,10500000.0,-,13908.0,Land,-,755.0,May-2017
315,SELETAR HILLS ESTATE,NERAM ROAD,Detached,857,28.0,OCR,Resale,1.0,10500000.0,-,10259.0,Land,-,1023.0,Jul-2020
316,LANDED HOUSING DEVELOPMENT,JALAN TEMPUA,Detached,999,11.0,CCR,Resale,1.0,10490000.0,-,4835.0,Land,-,2170.0,Jun-2021
317,ORCHID VILLAGE,VANDA DRIVE,Detached,999,11.0,CCR,Resale,1.0,10480000.0,-,7033.0,Land,-,1490.0,Sep-2020
318,LANDED HOUSING DEVELOPMENT,SUNSET WAY,Detached,999,21.0,OCR,Resale,1.0,10450000.0,-,7039.0,Land,-,1485.0,Sep-2021
319,LANDED HOUSING DEVELOPMENT,ROBIN WALK,Semi-detached,999,10.0,CCR,Resale,1.0,10400000.0,-,5467.0,Land,-,1902.0,Jan-2018
320,LANDED HOUSING DEVELOPMENT,CRANBORNE ROAD,Detached,999,15.0,RCR,Resale,1.0,10388000.0,-,6276.0,Land,-,1655.0,May-2019
321,CALDECOTT HILL ESTATE,ANDREW ROAD,Detached,999,11.0,CCR,Resale,1.0,10380000.0,-,9884.0,Land,-,1050.0,Aug-2019
322,LANDED HOUSING DEVELOPMENT,HOLLAND ROAD,Detached,999,10.0,CCR,Resale,1.0,10380000.0,-,6568.0,Land,-,1580.0,Oct-2018
323,LANDED HOUSING DEVELOPMENT,HOLLAND ROAD,Detached,999,10.0,CCR,Resale,1.0,10350000.0,-,6734.0,Land,-,1537.0,Oct-2018
324,FRANKEL ESTATE,ROSEBURN AVENUE,Detached,999,15.0,OCR,Resale,1.0,10300000.0,-,5844.0,Land,-,1763.0,Jul-2020
325,LANDED HOUSING DEVELOPMENT,RAMSGATE ROAD,Detached,999,15.0,RCR,Resale,1.0,10300000.0,-,6336.0,Land,-,1626.0,Jul-2018
326,LANDED HOUSING DEVELOPMENT,BERRIMA ROAD,Detached,999,11.0,CCR,Resale,1.0,10300000.0,-,4583.0,Land,-,2247.0,Dec-2017
327,LANDED HOUSING DEVELOPMENT,SUNSET DRIVE,Detached,999,21.0,OCR,Resale,1.0,10300000.0,-,9707.0,Land,-,1061.0,Jan-2020
328,LANDED HOUSING DEVELOPMENT,JALAN KAMPONG CHANTEK,Detached,999,21.0,RCR,Resale,1.0,10300000.0,-,8899.0,Land,-,1157.0,Apr-2019
329,LANDED HOUSING DEVELOPMENT,GREENVIEW CRESCENT,Detached,999,11.0,CCR,Resale,1.0,10300000.0,-,7121.0,Land,-,1446.0,Mar-2020
330,LANDED HOUSING DEVELOPMENT,NIM ROAD,Detached,999,28.0,OCR,Resale,1.0,10300000.0,-,9955.0,Land,-,1035.0,Nov-2016
331,SENTOSA COVE,CORAL ISLAND,Detached,83,4.0,CCR,Resale,1.0,10300000.0,-,7511.0,Land,-,1371.0,May-2021
332,LANDED HOUSING DEVELOPMENT,EMERALD HILL ROAD,Terrace,999,9.0,CCR,Resale,1.0,10300000.0,-,1747.0,Land,-,5896.0,Jan-2021
333,LANDED HOUSING DEVELOPMENT,BOURNEMOUTH ROAD,Semi-detached,999,15.0,RCR,Resale,1.0,10288000.0,-,6367.0,Land,-,1616.0,Mar-2021
334,LANDED HOUSING DEVELOPMENT,UNIVERSITY ROAD,Detached,999,11.0,CCR,Resale,1.0,10280000.0,-,4909.0,Land,-,2094.0,Mar-2019
