index,project name,street name,type,tenure,postal district,market segment,type of sale,no. of units,price,nett price,areasq,type of area,floor level,unit price psf,date of sale
7807,LANDED HOUSING DEVELOPMENT,JOO CHIAT PLACE,Terrace,999,15.0,OCR,Resale,1.0,2250000.0,-,1777.0,Land,-,1266.0,Oct-2017
7808,FRANKEL ESTATE,BOWMONT GARDENS,Terrace,999,15.0,OCR,Resale,1.0,2250000.0,-,1548.0,Land,-,1454.0,Sep-2020
7809,BEAUTY GARDEN,PUNGGOL ROAD,Terrace,857,19.0,OCR,Resale,1.0,2250000.0,-,2521.0,Land,-,893.0,Jan-2018
7810,LANDED HOUSING DEVELOPMENT,FLORENCE CLOSE,Terrace,999,19.0,OCR,Resale,1.0,2250000.0,-,2164.0,Land,-,1040.0,Nov-2019
7811,LANDED HOUSING DEVELOPMENT,JALAN SUKACHITA,Terrace,999,13.0,OCR,Resale,1.0,2250000.0,-,1647.0,Land,-,1366.0,Dec-2019
7812,LANDED HOUSING DEVELOPMENT,LORONG MARICAN,Terrace,999,14.0,OCR,Resale,1.0,2250000.0,-,1731.0,Land,-,1300.0,Aug-2017
7813,LANDED HOUSING DEVELOPMENT,LUCKY GARDENS,Terrace,999,16.0,OCR,Resale,1.0,2250000.0,-,1877.0,Land,-,1199.0,Aug-2017
7814,EASTWOOD VILLE,EASTWOOD DRIVE,Terrace,73,16.0,OCR,Resale,1.0,2250000.0,-,1940.0,Land,-,1160.0,Apr-2021
7815,LANDED HOUSING DEVELOPMENT,LANGSAT ROAD,Terrace,999,15.0,RCR,Resale,1.0,2250000.0,-,1780.0,Land,-,1264.0,Jul-2018
7816,ISLAND COUNTRY VILLAS,OLD UPPER THOMSON ROAD,Semi-detached,73,20.0,OCR,Resale,1.0,2250000.0,-,2484.0,Land,-,906.0,Dec-2020
7817,SELETAR HILLS ESTATE,KASAI ROAD,Terrace,999,28.0,OCR,Resale,1.0,2250000.0,-,1979.0,Land,-,1137.0,Jan-2018
7818,AVANT PARC,WAK HASSAN PLACE,Terrace,89,27.0,OCR,Resale,1.0,2250000.0,-,1969.0,Land,-,1143.0,Jul-2019
7819,MALAYSIA PARK,LORONG MELAYU,Terrace,999,14.0,OCR,Resale,1.0,2250000.0,-,2037.0,Land,-,1105.0,May-2017
7820,LANDED HOUSING DEVELOPMENT,DAISY AVENUE,Terrace,999,13.0,OCR,Resale,1.0,2250000.0,-,1800.0,Land,-,1250.0,Oct-2019
7821,LANDED HOUSING DEVELOPMENT,LORONG PAYA LEBAR,Terrace,999,19.0,RCR,Resale,1.0,2250000.0,-,1343.0,Land,-,1675.0,Aug-2018
7822,LANDED HOUSING DEVELOPMENT,JALAN HAJI SALAM,Terrace,999,16.0,OCR,Resale,1.0,2250000.0,-,1677.0,Land,-,1342.0,Nov-2017
7823,LANDED HOUSING DEVELOPMENT,MUGLISTON GARDENS,Terrace,864,28.0,OCR,Resale,1.0,2250000.0,-,1922.0,Land,-,1170.0,Dec-2017
7824,TAI KENG GARDENS,TAI KENG AVENUE,Terrace,999,19.0,OCR,Resale,1.0,2250000.0,-,1870.0,Land,-,1203.0,Nov-2017
7825,CHANGI HEIGHTS,JALAN SINAR BULAN,Terrace,999,17.0,OCR,Resale,1.0,2250000.0,-,1736.0,Land,-,1296.0,Apr-2017
7826,LANDED HOUSING DEVELOPMENT,JALAN CHENGKEK,Terrace,999,13.0,RCR,Resale,1.0,2250000.0,-,2702.0,Land,-,833.0,Oct-2017
7827,AVILA TERRACE,MARIAM WAY,Terrace,999,17.0,OCR,Resale,1.0,2250000.0,-,1790.0,Land,-,1257.0,Nov-2019
7828,KELULUT HILL,KELULUT HILL,Terrace,857,28.0,OCR,Resale,1.0,2250000.0,-,1615.0,Land,-,1394.0,Oct-2020
7829,CHANGI HEIGHTS,JALAN SINAR BULAN,Terrace,999,17.0,OCR,Resale,1.0,2250000.0,-,1733.0,Land,-,1298.0,Aug-2019
7830,SEMBAWANG HILLS ESTATE,CASUARINA ROAD,Terrace,999,20.0,OCR,Resale,1.0,2250000.0,-,1527.0,Land,-,1473.0,Sep-2017
7831,LANDED HOUSING DEVELOPMENT,PENAGA PLACE,Terrace,86,27.0,OCR,Resale,1.0,2250000.0,-,1809.0,Land,-,1243.0,Oct-2021
7832,YEW LIAN PARK,TAMAN PERMATA,Terrace,999,20.0,RCR,Resale,1.0,2250000.0,-,1816.0,Land,-,1239.0,Jul-2017
7833,ISLAND COUNTRY VILLAS,CASUARINA WALK,Semi-detached,73,20.0,OCR,Resale,1.0,2250000.0,-,2409.0,Land,-,934.0,Nov-2020
7834,SPRINGBROOK TERRACE,JALAN MARIAM,Terrace,999,17.0,OCR,Resale,1.0,2250000.0,-,1669.0,Land,-,1348.0,Dec-2020
7835,SARACA VILLAS,SARACA TERRACE,Terrace,75,28.0,OCR,Resale,1.0,2250000.0,-,2536.0,Land,-,887.0,Oct-2021
7836,LILAC PARK,LILAC DRIVE,Terrace,999,28.0,OCR,Resale,1.0,2250000.0,-,2248.0,Land,-,1001.0,Oct-2017
7837,LANDED HOUSING DEVELOPMENT,TELOK KURAU ROAD,Terrace,999,15.0,OCR,Resale,1.0,2250000.0,-,1704.0,Land,-,1320.0,Feb-2018
7838,SUMMERLEA GREEN,KISMIS GREEN,Terrace,73,21.0,RCR,Resale,1.0,2250000.0,-,1679.0,Land,-,1340.0,Nov-2020
7839,LANDED HOUSING DEVELOPMENT,INGGU ROAD,Terrace,89,27.0,OCR,Resale,1.0,2250000.0,-,1650.0,Land,-,1364.0,Jul-2021
7840,TEACHER'S HOUSING ESTATE,TAGORE AVENUE,Terrace,863,26.0,OCR,Resale,1.0,2250000.0,-,1656.0,Land,-,1359.0,Nov-2017
7841,LANDED HOUSING DEVELOPMENT,LORONG L TELOK KURAU,Terrace,999,15.0,OCR,Resale,1.0,2250000.0,-,2287.0,Land,-,984.0,Jan-2017
7842,LANDED HOUSING DEVELOPMENT,JALAN HARI RAYA,Terrace,999,20.0,RCR,Resale,1.0,2250000.0,-,1775.0,Land,-,1268.0,Jan-2018
7843,LANDED HOUSING DEVELOPMENT,LORONG 34 GEYLANG,Terrace,999,14.0,RCR,Resale,1.0,2250000.0,-,1742.0,Land,-,1292.0,Nov-2019
7844,SEMBAWANG HILLS ESTATE,CASUARINA ROAD,Terrace,999,20.0,OCR,Resale,1.0,2250000.0,-,1527.0,Land,-,1473.0,Jun-2021
7845,INGGU 6,INGGU ROAD,Terrace,89,27.0,OCR,Resale,1.0,2250000.0,-,1815.0,Land,-,1240.0,Jun-2018
7846,UNIQUE GARDEN,TOH YI DRIVE,Semi-detached,50,21.0,RCR,Resale,1.0,2250000.0,-,3772.0,Land,-,597.0,Sep-2021
7847,LANDED HOUSING DEVELOPMENT,DAISY AVENUE,Terrace,999,13.0,OCR,Resale,1.0,2250000.0,-,1800.0,Land,-,1250.0,Jan-2021
7848,LANDED HOUSING DEVELOPMENT,JALAN MAS PUTEH,Terrace,999,5.0,OCR,Resale,1.0,2250000.0,-,1491.0,Land,-,1509.0,Apr-2018
7849,THE SHORELINE RESIDENCES I,INGGU ROAD,Terrace,89,27.0,OCR,Resale,1.0,2242000.0,-,1661.0,Land,-,1350.0,Dec-2018
7850,LANDED HOUSING DEVELOPMENT,SANDILANDS ROAD,Terrace,864,19.0,OCR,Resale,1.0,2238000.0,-,1758.0,Land,-,1273.0,Jan-2021
7851,SARINA TERRACE,LORONG SARINA,Terrace,999,14.0,OCR,Resale,1.0,2238000.0,-,1811.0,Land,-,1236.0,Apr-2017
7852,VILLA BEGONIA,BEGONIA WALK,Semi-detached,72,28.0,OCR,Resale,1.0,2238000.0,-,3035.0,Land,-,737.0,Nov-2020
7853,OPERA ESTATE,DAFNE STREET,Terrace,999,15.0,OCR,Resale,1.0,2235000.0,-,1286.0,Land,-,1738.0,Jan-2017
7854,LIRIA TERRACE,MARIAM WALK,Terrace,999,17.0,OCR,Resale,1.0,2232000.0,-,1615.0,Land,-,1382.0,Dec-2019
7855,CENTURY WOODS,WOODGROVE WALK,Terrace,74,25.0,OCR,Resale,1.0,2230000.0,-,2153.0,Land,-,1036.0,Jul-2021
7856,LILAC PARK,LILAC WALK,Terrace,999,28.0,OCR,Resale,1.0,2230000.0,-,2152.0,Land,-,1036.0,Feb-2017
7857,SEMBAWANG HILLS ESTATE,JALAN MENARONG,Terrace,999,20.0,OCR,Resale,1.0,2230000.0,-,1993.0,Land,-,1119.0,May-2019
7858,CHUAN GREEN,CHUAN DRIVE,Terrace,80,19.0,OCR,Resale,1.0,2230000.0,-,2000.0,Land,-,1115.0,Dec-2017
7859,SEMBAWANG HILLS ESTATE,JALAN MENARONG,Terrace,999,20.0,OCR,Resale,1.0,2230000.0,-,2000.0,Land,-,1115.0,Feb-2019
7860,LANDED HOUSING DEVELOPMENT,MANGIS ROAD,Terrace,999,15.0,RCR,Resale,1.0,2230000.0,-,1281.0,Land,-,1741.0,Apr-2017
7861,THE SPRINGSIDE,SPRINGSIDE PLACE,Terrace,999,26.0,OCR,Resale,1.0,2230000.0,-,1689.0,Land,-,1320.0,Nov-2017
7862,LANDED HOUSING DEVELOPMENT,THRIFT DRIVE,Terrace,999,19.0,OCR,Resale,1.0,2230000.0,-,1880.0,Land,-,1186.0,Oct-2020
7863,OPERA ESTATE,MARIA AVENUE,Terrace,999,15.0,OCR,Resale,1.0,2230000.0,-,2182.0,Land,-,1022.0,Mar-2018
7864,LANDED HOUSING DEVELOPMENT,PRIMROSE AVENUE,Terrace,999,16.0,OCR,Resale,1.0,2230000.0,-,2093.0,Land,-,1066.0,Aug-2017
7865,LANDED HOUSING DEVELOPMENT,LICHI AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2230000.0,-,1703.0,Land,-,1310.0,Oct-2020
7866,LANDED HOUSING DEVELOPMENT,SUNSHINE TERRACE,Terrace,999,19.0,OCR,Resale,1.0,2230000.0,-,2358.0,Land,-,946.0,May-2017
7867,SERANGOON GARDEN ESTATE,BRIDPORT AVENUE,Terrace,932,19.0,OCR,Resale,1.0,2230000.0,-,2157.0,Land,-,1034.0,Jan-2017
7868,SERANGOON GARDEN ESTATE,CONWAY GROVE,Terrace,934,19.0,OCR,Resale,1.0,2230000.0,-,1840.0,Land,-,1212.0,Apr-2018
7869,SEMBAWANG HILLS ESTATE,JALAN BATAI,Terrace,999,20.0,OCR,Resale,1.0,2230000.0,-,1720.0,Land,-,1296.0,Feb-2018
7870,LIRIA TERRACE,MARIAM WALK,Terrace,999,17.0,OCR,Resale,1.0,2229000.0,-,1615.0,Land,-,1381.0,Sep-2020
7871,LANDED HOUSING DEVELOPMENT,LORONG MARZUKI,Terrace,999,14.0,OCR,Resale,1.0,2228888.0,-,1719.0,Land,-,1297.0,Jul-2020
7872,OPERA ESTATE,ERNANI STREET,Terrace,999,15.0,OCR,Resale,1.0,2228000.0,-,1600.0,Land,-,1393.0,Aug-2020
7873,LANDED HOUSING DEVELOPMENT,AH SOO GARDEN,Terrace,999,19.0,OCR,Resale,1.0,2228000.0,-,1759.0,Land,-,1267.0,Apr-2018
7874,LANDED HOUSING DEVELOPMENT,SURIN AVENUE,Terrace,999,19.0,OCR,Resale,1.0,2225000.0,-,2026.0,Land,-,1098.0,Jan-2019
7875,EASTWOOD WALK GARDENS,EASTWOOD WALK,Terrace,73,16.0,OCR,Resale,1.0,2222222.0,-,3353.0,Land,-,663.0,Apr-2020
7876,TEACHER'S HOUSING ESTATE,TAGORE AVENUE,Terrace,863,26.0,OCR,Resale,1.0,2222000.0,-,1797.0,Land,-,1237.0,Aug-2020
7877,SUNBIRD PARK,SUNBIRD ROAD,Terrace,999,16.0,OCR,Resale,1.0,2220000.0,-,1616.0,Land,-,1374.0,Nov-2018
7878,SUMMERLEA GREEN,KISMIS GREEN,Terrace,73,21.0,RCR,Resale,1.0,2220000.0,-,1755.0,Land,-,1265.0,Sep-2020
7879,CHUAN GREEN,CHUAN PLACE,Semi-detached,75,19.0,OCR,Resale,1.0,2220000.0,-,2314.0,Land,-,959.0,May-2018
7880,SERANGOON GARDEN ESTATE,COLCHESTER GROVE,Terrace,934,19.0,OCR,Resale,1.0,2220000.0,-,1829.0,Land,-,1214.0,Jul-2017
7881,MACPHERSON GARDEN ESTATE,JALAN MUHIBBAH,Terrace,999,13.0,RCR,Resale,1.0,2220000.0,-,1649.0,Land,-,1346.0,Sep-2019
7882,LANDED HOUSING DEVELOPMENT,JOO CHIAT TERRACE,Terrace,999,15.0,RCR,Resale,1.0,2220000.0,-,1621.0,Land,-,1369.0,Oct-2020
7883,SENNETT ESTATE,LICHI AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2220000.0,-,1584.0,Land,-,1401.0,Jul-2020
7884,STRAITS GARDENS,ANDREWS TERRACE,Terrace,999,27.0,OCR,Resale,1.0,2220000.0,-,1615.0,Land,-,1375.0,Aug-2020
7885,SELETAR HILLS ESTATE,JALAN KERUING,Terrace,999,28.0,OCR,Resale,1.0,2218000.0,-,2160.0,Land,-,1027.0,Jul-2018
7886,CHANGI HEIGHTS,JALAN SINAR BULAN,Terrace,999,17.0,OCR,Resale,1.0,2218000.0,-,1736.0,Land,-,1277.0,Nov-2020
7887,EASTWOOD VILLE,EASTWOOD TERRACE,Terrace,73,16.0,OCR,Resale,1.0,2218000.0,-,2559.0,Land,-,867.0,May-2019
7888,SELETAR HILLS ESTATE,JALAN KERUING,Terrace,999,28.0,OCR,Resale,1.0,2218000.0,-,2160.0,Land,-,1027.0,Aug-2017
7889,LANDED HOUSING DEVELOPMENT,JOO CHIAT AVENUE,Terrace,999,15.0,OCR,Resale,1.0,2218000.0,-,1775.0,Land,-,1250.0,Aug-2017
7890,THOMSON GARDEN ESTATE,JALAN ISNIN,Terrace,999,20.0,RCR,Resale,1.0,2215000.0,-,1136.0,Land,-,1951.0,Mar-2021
7891,OPERA ESTATE,MARIA AVENUE,Terrace,999,15.0,OCR,Resale,1.0,2210000.0,-,2877.0,Land,-,768.0,Nov-2016
7892,SUNRISE VILLA,SUNRISE TERRACE,Terrace,999,28.0,OCR,Resale,1.0,2210000.0,-,1677.0,Land,-,1318.0,Dec-2019
7893,CHUAN LOFT,CHUAN DRIVE,Terrace,79,19.0,OCR,Resale,1.0,2210000.0,-,1878.0,Land,-,1177.0,Jan-2021
7894,SEMBAWANG HILLS ESTATE,CASUARINA ROAD,Terrace,999,20.0,OCR,Resale,1.0,2210000.0,-,1421.0,Land,-,1555.0,Sep-2021
7895,OPERA ESTATE,JALAN TERANG BULAN,Terrace,999,15.0,OCR,Resale,1.0,2210000.0,-,1669.0,Land,-,1324.0,May-2018
7896,LANDED HOUSING DEVELOPMENT,JALAN TARI PAYONG,Terrace,857,28.0,OCR,Resale,1.0,2210000.0,-,1616.0,Land,-,1368.0,Dec-2017
7897,STRAITS GARDENS,ANDREWS AVENUE,Terrace,999,27.0,OCR,Resale,1.0,2210000.0,-,1615.0,Land,-,1369.0,Mar-2019
7898,LANDED HOUSING DEVELOPMENT,PUNGGOL ROAD,Terrace,857,19.0,OCR,Resale,1.0,2205800.0,-,2531.0,Land,-,872.0,Oct-2019
7899,SEMBAWANG HILLS ESTATE,JALAN KURAS,Terrace,999,20.0,OCR,Resale,1.0,2203000.0,-,2287.0,Land,-,963.0,Jun-2020
7900,PINEWOOD TERRACE,PINEWOOD GROVE,Terrace,73,25.0,OCR,Resale,1.0,2200888.0,-,1938.0,Land,-,1136.0,Oct-2021
7901,OPERA ESTATE,DIDO STREET,Terrace,999,15.0,OCR,Resale,1.0,2200800.0,-,2286.0,Land,-,963.0,May-2020
7902,LANDED HOUSING DEVELOPMENT,POH HUAT ROAD,Terrace,860,19.0,OCR,Resale,1.0,2200000.0,-,1700.0,Land,-,1294.0,Feb-2018
7903,WESTWOOD PARK,WESTWOOD CRESCENT,Semi-detached,72,22.0,OCR,Resale,1.0,2200000.0,-,2987.0,Land,-,737.0,Nov-2018
7904,ARDISIA GARDENS,SERANGOON TERRACE,Semi-detached,71,19.0,OCR,Resale,1.0,2200000.0,-,3059.0,Land,-,719.0,Mar-2018
7905,FLORENCE VILLE,FLORENCE ROAD,Terrace,999,19.0,OCR,Resale,1.0,2200000.0,-,1785.0,Land,-,1233.0,Aug-2017
7906,LANDED HOUSING DEVELOPMENT,CHEMPAKA AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2200000.0,-,1642.0,Land,-,1340.0,Nov-2019
7907,LANDED HOUSING DEVELOPMENT,WOO MON CHEW ROAD,Terrace,999,15.0,OCR,Resale,1.0,2200000.0,-,2025.0,Land,-,1087.0,Mar-2017
7908,LANDED HOUSING DEVELOPMENT,AH SOO GARDEN,Terrace,999,19.0,OCR,Resale,1.0,2200000.0,-,1759.0,Land,-,1251.0,Jul-2020
7909,YONG SENG ESTATE,JALAN SENANG,Terrace,999,14.0,OCR,Resale,1.0,2200000.0,-,1761.0,Land,-,1249.0,Jun-2020
7910,EASTWOOD PARK,EASTWOOD DRIVE,Semi-detached,73,16.0,OCR,Resale,1.0,2200000.0,-,3152.0,Land,-,698.0,Mar-2019
7911,LANDED HOUSING DEVELOPMENT,JALAN TANJONG,Terrace,999,16.0,OCR,Resale,1.0,2200000.0,-,2041.0,Land,-,1078.0,Mar-2019
7912,GERALD GARDENS,GERALD CRESCENT,Terrace,857,28.0,OCR,Resale,1.0,2200000.0,-,1896.0,Land,-,1161.0,Jul-2019
7913,LANDED HOUSING DEVELOPMENT,KOON SENG ROAD,Terrace,999,15.0,RCR,Resale,1.0,2200000.0,-,1586.0,Land,-,1388.0,Feb-2019
7914,PASIR PANJANG GARDENS,TAMAN MAS MERAH,Terrace,999,5.0,OCR,Resale,1.0,2200000.0,-,1640.0,Land,-,1341.0,Mar-2017
7915,SEMBAWANG HILLS ESTATE,NEMESU AVENUE,Terrace,999,20.0,OCR,Resale,1.0,2200000.0,-,1501.0,Land,-,1466.0,Mar-2021
7916,LANDED HOUSING DEVELOPMENT,JALAN LENGKOK SEMBAWANG,Semi-detached,999,27.0,OCR,Resale,1.0,2200000.0,-,3277.0,Land,-,671.0,Jun-2017
7917,LANDED HOUSING DEVELOPMENT,EASTWOOD DRIVE,Semi-detached,73,16.0,OCR,Resale,1.0,2200000.0,-,3041.0,Land,-,723.0,Feb-2021
7918,LANDED HOUSING DEVELOPMENT,JALAN PARI KIKIS,Terrace,999,16.0,OCR,Resale,1.0,2200000.0,-,2040.0,Land,-,1079.0,Aug-2019
7919,PARK VILLAS,PARK VILLAS RISE,Terrace,72,19.0,OCR,Resale,1.0,2200000.0,-,2306.0,Land,-,954.0,Jul-2021
7920,LANDED HOUSING DEVELOPMENT,JALAN LENGKOK SEMBAWANG,Semi-detached,999,27.0,OCR,Resale,1.0,2200000.0,-,3281.0,Land,-,671.0,Jun-2017
7921,KEW PLACE,SALAM WALK,Terrace,999,16.0,OCR,Resale,1.0,2200000.0,-,1900.0,Land,-,1158.0,Dec-2018
7922,MANDARIN PARK,JALAN JURONG KECHIL,Terrace,999,21.0,RCR,Resale,1.0,2200000.0,-,2276.0,Land,-,967.0,Nov-2017
7923,LANDED HOUSING DEVELOPMENT,JALAN MELATI,Semi-detached,999,13.0,RCR,Resale,1.0,2200000.0,-,3420.0,Land,-,643.0,Nov-2017
7924,LANDED HOUSING DEVELOPMENT,KAMPONG JAVA ROAD,Terrace,999,9.0,CCR,Resale,1.0,2200000.0,-,1471.0,Land,-,1495.0,Mar-2017
7925,LANDED HOUSING DEVELOPMENT,GUILLEMARD ROAD,Terrace,999,14.0,RCR,Resale,1.0,2200000.0,-,1653.0,Land,-,1331.0,Mar-2018
7926,CHUAN VALE,JALAN NIRA,Terrace,79,19.0,OCR,Resale,1.0,2200000.0,-,2016.0,Land,-,1091.0,May-2017
7927,LANDED HOUSING DEVELOPMENT,JALAN CHERMAT,Terrace,999,19.0,OCR,Resale,1.0,2200000.0,-,1875.0,Land,-,1173.0,Sep-2017
7928,LANDED HOUSING DEVELOPMENT,JOO CHIAT WALK,Terrace,999,15.0,OCR,Resale,1.0,2200000.0,-,1738.0,Land,-,1266.0,Apr-2018
7929,LANDED HOUSING DEVELOPMENT,JALAN TARI SERIMPI,Terrace,857,28.0,OCR,Resale,1.0,2200000.0,-,1680.0,Land,-,1309.0,Jan-2020
7930,LANDED HOUSING DEVELOPMENT,LANGSAT ROAD,Terrace,999,15.0,RCR,Resale,1.0,2200000.0,-,1858.0,Land,-,1184.0,Oct-2017
7931,MIMOSA TERRACE,MIMOSA PLACE,Terrace,999,28.0,OCR,Resale,1.0,2200000.0,-,1615.0,Land,-,1363.0,Nov-2016
7932,MACPHERSON GARDEN ESTATE,JALAN MESRA,Terrace,999,13.0,RCR,Resale,1.0,2200000.0,-,886.0,Land,-,2483.0,Aug-2021
7933,SELETAR HILLS ESTATE,JALAN LAKUM,Terrace,857,28.0,OCR,Resale,1.0,2200000.0,-,2403.0,Land,-,916.0,May-2019
7934,FANTA GARDEN,BEGONIA DRIVE,Terrace,999,28.0,OCR,Resale,1.0,2200000.0,-,1940.0,Land,-,1134.0,Sep-2019
7935,LANDED HOUSING DEVELOPMENT,WEST COAST VIEW,Terrace,999,5.0,OCR,Resale,1.0,2200000.0,-,2167.0,Land,-,1015.0,Jun-2017
7936,HAUS@SERANGOON GARDEN,SERANGOON GARDEN TERRACE,Terrace,89,19.0,OCR,Resale,1.0,2200000.0,-,1615.0,Land,-,1363.0,Aug-2019
7937,GOLDEN HILL ESTATE,LI HWAN TERRACE,Terrace,999,19.0,OCR,Resale,1.0,2200000.0,-,1680.0,Land,-,1309.0,Jun-2017
7938,LANDED HOUSING DEVELOPMENT,SEMBAWANG ROAD,Semi-detached,999,27.0,OCR,Resale,1.0,2200000.0,-,2937.0,Land,-,749.0,Apr-2018
7939,LANDED HOUSING DEVELOPMENT,LORONG 30 GEYLANG,Terrace,999,14.0,RCR,Resale,1.0,2200000.0,-,1996.0,Land,-,1102.0,Apr-2017
7940,PEAKVIEW ESTATE,PEAKVILLE AVENUE,Terrace,999,16.0,OCR,Resale,1.0,2200000.0,-,1746.0,Land,-,1260.0,Jun-2017
7941,PARK VILLAS,PARK VILLAS RISE,Terrace,72,19.0,OCR,Resale,1.0,2200000.0,-,1651.0,Land,-,1332.0,Oct-2021
7942,THOMSON GARDEN ESTATE,JALAN HARI RAYA,Terrace,999,20.0,RCR,Resale,1.0,2200000.0,-,1204.0,Land,-,1826.0,Dec-2019
7943,SEMBAWANG HILLS ESTATE,CASUARINA ROAD,Terrace,999,20.0,OCR,Resale,1.0,2200000.0,-,1501.0,Land,-,1466.0,Jan-2018
7944,LANDED HOUSING DEVELOPMENT,LORONG MARZUKI,Terrace,999,14.0,OCR,Resale,1.0,2200000.0,-,1792.0,Land,-,1228.0,Aug-2020
7945,LANDED HOUSING DEVELOPMENT,KOON SENG ROAD,Terrace,999,15.0,RCR,Resale,1.0,2200000.0,-,1586.0,Land,-,1388.0,May-2017
7946,LANDED HOUSING DEVELOPMENT,JALAN ANGIN LAUT,Terrace,999,16.0,OCR,Resale,1.0,2200000.0,-,1857.0,Land,-,1185.0,Jun-2017
7947,TEACHER'S HOUSING ESTATE,IQBAL AVENUE,Terrace,863,26.0,OCR,Resale,1.0,2200000.0,-,2460.0,Land,-,894.0,Jun-2020
7948,ISLAND COUNTRY VILLAS,CASUARINA WALK,Semi-detached,73,20.0,OCR,Resale,1.0,2200000.0,-,2641.0,Land,-,833.0,Jun-2021
7949,OPERA ESTATE,ERNANI STREET,Terrace,999,15.0,OCR,Resale,1.0,2200000.0,-,1600.0,Land,-,1375.0,Jul-2018
7950,SUNRISE VILLA,SUNRISE PLACE,Terrace,999,28.0,OCR,Resale,1.0,2200000.0,-,1717.0,Land,-,1281.0,Aug-2020
7951,LANDED HOUSING DEVELOPMENT,JALAN LENGKOK SEMBAWANG,Semi-detached,999,27.0,OCR,Resale,1.0,2200000.0,-,3291.0,Land,-,669.0,Apr-2017
7952,LANDED HOUSING DEVELOPMENT,RICHARDS PLACE,Terrace,999,19.0,OCR,Resale,1.0,2200000.0,-,1876.0,Land,-,1173.0,Oct-2019
7953,LANDED HOUSING DEVELOPMENT,JALAN ARIF,Terrace,853,19.0,OCR,Resale,1.0,2200000.0,-,2005.0,Land,-,1097.0,Mar-2017
7954,OPERA ESTATE,FIDELIO STREET,Terrace,999,15.0,OCR,Resale,1.0,2200000.0,-,1886.0,Land,-,1167.0,Nov-2017
7955,LANDED HOUSING DEVELOPMENT,MULBERRY AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2200000.0,-,1501.0,Land,-,1466.0,Feb-2021
7956,SERANGOON GARDEN ESTATE,BRIDPORT AVENUE,Terrace,932,19.0,OCR,Resale,1.0,2200000.0,-,2162.0,Land,-,1017.0,Jul-2017
7957,LANDED HOUSING DEVELOPMENT,LUCKY GARDENS,Terrace,999,16.0,OCR,Resale,1.0,2200000.0,-,1711.0,Land,-,1285.0,Apr-2019
7958,BURGUNDY HILL,BURGUNDY RISE,Semi-detached,73,23.0,OCR,Resale,1.0,2200000.0,-,2323.0,Land,-,947.0,Jun-2021
7959,BURGUNDY HILL,BURGUNDY CRESCENT,Semi-detached,73,23.0,OCR,Resale,1.0,2200000.0,-,2935.0,Land,-,749.0,Dec-2020
7960,MACPHERSON GARDEN ESTATE,JALAN GEMBIRA,Terrace,999,13.0,RCR,Resale,1.0,2200000.0,-,1298.0,Land,-,1695.0,Dec-2017
7961,TAI KENG GARDENS,TAI KENG GARDENS,Terrace,999,19.0,OCR,Resale,1.0,2200000.0,-,1866.0,Land,-,1179.0,Jun-2017
7962,LANDED HOUSING DEVELOPMENT,WAK HASSAN DRIVE,Semi-detached,86,27.0,OCR,Resale,1.0,2200000.0,-,2715.0,Land,-,810.0,Oct-2020
7963,YUNNAN GARDENS,YUNNAN WALK 1,Terrace,999,22.0,OCR,Resale,1.0,2200000.0,-,2550.0,Land,-,863.0,Jul-2017
7964,LANDED HOUSING DEVELOPMENT,JALAN ANGIN LAUT,Terrace,999,16.0,OCR,Resale,1.0,2200000.0,-,1625.0,Land,-,1354.0,Nov-2016
7965,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,Terrace,999,5.0,RCR,Resale,1.0,2199000.0,-,1705.0,Land,-,1290.0,Jan-2020
7966,ISLAND COUNTRY VILLAS,OLD UPPER THOMSON ROAD,Semi-detached,73,20.0,OCR,Resale,1.0,2199000.0,-,2504.0,Land,-,878.0,Jun-2018
7967,LANDED HOUSING DEVELOPMENT,LANGSAT ROAD,Terrace,999,15.0,RCR,Resale,1.0,2192000.0,-,1936.0,Land,-,1132.0,May-2017
7968,LANDED HOUSING DEVELOPMENT,SANDILANDS ROAD,Terrace,864,19.0,OCR,Resale,1.0,2192000.0,-,1758.0,Land,-,1247.0,Jun-2020
7969,THE RIVERINA,RIVERINA VIEW,Semi-detached,74,18.0,OCR,Resale,1.0,2190000.0,-,2419.0,Land,-,905.0,Jul-2018
7970,PARRY PARK,PARRY VIEW,Terrace,855,19.0,OCR,Resale,1.0,2190000.0,-,1685.0,Land,-,1300.0,Jan-2018
7971,SERANGOON PARK,JALAN GIRANG,Terrace,999,13.0,OCR,Resale,1.0,2190000.0,-,1647.0,Land,-,1330.0,Oct-2019
7972,MACPHERSON GARDEN ESTATE,JALAN KEMAJUAN,Terrace,999,13.0,RCR,Resale,1.0,2190000.0,-,1636.0,Land,-,1339.0,Nov-2017
7973,LANDED HOUSING DEVELOPMENT,LUCKY GARDENS,Terrace,999,16.0,OCR,Resale,1.0,2188000.0,-,1804.0,Land,-,1213.0,Apr-2017
7974,TANAH MERAH GREEN,TANAH MERAH KECHIL AVENUE,Terrace,75,16.0,OCR,Resale,1.0,2188000.0,-,2229.0,Land,-,982.0,Jan-2019
